127.0.0.1 - - [23/Apr/2020:14:46:34 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/loginPage.html HTTP/1.1" 200 8601
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/user-mgmt/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 146011
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/user-mgmt/components/font-awesome/css/font-awesome.css HTTP/1.1" 200 31002
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/user-mgmt/lib/jquery-val.js HTTP/1.1" 200 50278
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/user-mgmt/lib/pan.js HTTP/1.1" 200 13247
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/user-mgmt/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37051
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/user-mgmt/img/axis-bar.png HTTP/1.1" 200 32976
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:11 +0530] "GET /DealConsolidationPlatform/user-mgmt/plugins/jQuery/jquery.min.js HTTP/1.1" 200 85596
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:12 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
127.0.0.1 - - [23/Apr/2020:14:47:12 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 404 1043
127.0.0.1 - - [23/Apr/2020:14:47:12 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 404 1043
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:12 +0530] "GET /IPA/api/getAllCheckersId?userRole=ipa_checker HTTP/1.1" 401 1030
127.0.0.1 - - [23/Apr/2020:14:47:12 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 404 1043
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:12 +0530] "GET /IPA/api/getUserDetails HTTP/1.1" 401 1030
127.0.0.1 - - [23/Apr/2020:14:47:12 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 404 1043
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:18 +0530] "GET /DealConsolidationPlatform/user-mgmt/components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 66624
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:20 +0530] "POST /DealConsolidationPlatform/login HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:20 +0530] "GET /DealConsolidationPlatform/api/users/getUserDetails HTTP/1.1" 200 5987
127.0.0.1 - - [23/Apr/2020:14:47:23 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
127.0.0.1 - - [23/Apr/2020:14:47:23 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
127.0.0.1 - - [23/Apr/2020:14:47:23 +0530] "GET /DealConsolidationPlatform/api/users/getUserDetails HTTP/1.1" 200 5987
127.0.0.1 - - [23/Apr/2020:14:47:24 +0530] "GET /DealConsolidationPlatform/api/users/getAllUsersId?userRole=ipa_checker HTTP/1.1" 200 26969
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:24 +0530] "GET /IPA/api/getUserDetails HTTP/1.1" 200 5987
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:24 +0530] "GET /IPA/api/getAllCheckersId?userRole=ipa_checker HTTP/1.1" 200 26969
127.0.0.1 - - [23/Apr/2020:14:47:27 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:28 +0530] "GET /IPA/api/getNofitications HTTP/1.1" 200 77
127.0.0.1 - - [23/Apr/2020:14:47:32 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:47:35 +0530] "GET /IPA/api/quarterlyreport/getQR?filterQuarter=quarter01&filterYear=2020 HTTP/1.1" 200 63043
127.0.0.1 - - [23/Apr/2020:14:50:56 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:50:58 +0530] "GET /IPA/api/viewAllCustomer?customerId=&pageNumber=1&pageSize=10 HTTP/1.1" 200 18622
127.0.0.1 - - [23/Apr/2020:14:51:53 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:14:51:53 +0530] "GET /IPA/api/getById?customerId=13213 HTTP/1.1" 200 2460
127.0.0.1 - - [23/Apr/2020:14:51:53 +0530] "GET /DealConsolidationPlatform/api/validate HTTP/1.1" 200 79
