127.0.0.1 - - [06/Jun/2020:12:18:31 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/lclog.html HTTP/1.1" 200 3549
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/css/bootstrap.min.css HTTP/1.1" 200 138609
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/css/font-awesome/css/font-awesome.css HTTP/1.1" 200 31002
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/js/jquery-val.js HTTP/1.1" 200 50278
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/js/pan.js HTTP/1.1" 200 13247
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/js/logger.js HTTP/1.1" 200 7430
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/assets/img/axis-bar.png HTTP/1.1" 200 32976
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:56 +0530] "GET /usermanagement/js/jquery.min.js HTTP/1.1" 200 85593
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:57 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:57 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:57 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.ttf HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:19:57 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:20:03 +0530] "GET /usermanagement/css/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 66624
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:20:05 +0530] "POST /usermanagement/auth/login HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:20:07 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 803
127.0.0.1 - - [06/Jun/2020:12:20:15 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [06/Jun/2020:12:20:17 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 803
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:20:17 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1238
127.0.0.1 - - [06/Jun/2020:12:20:18 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:20:20 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 7964
127.0.0.1 - - [06/Jun/2020:12:20:25 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:20:25 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 7964
127.0.0.1 - - [06/Jun/2020:12:23:47 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:23:47 +0530] "GET /DirectDealing/api/report/getReportData?reportCode=report1 HTTP/1.1" 200 7970
127.0.0.1 - - [06/Jun/2020:12:25:23 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [06/Jun/2020:12:25:24 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 803
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:24 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1238
127.0.0.1 - - [06/Jun/2020:12:25:25 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:25 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 7964
127.0.0.1 - - [06/Jun/2020:12:25:28 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:28 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 7964
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:44 +0530] "GET /usermanagement/ HTTP/1.1" 200 3174
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:45 +0530] "GET /usermanagement/assets/lib/font-awesome/font-awesome.min.css HTTP/1.1" 200 27283
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:45 +0530] "GET /usermanagement/assets/css/skins/skin-blue.min.css HTTP/1.1" 200 3531
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:45 +0530] "GET /usermanagement/assets/lib/datepicker/datepicker3.css HTTP/1.1" 200 34535
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:45 +0530] "GET /usermanagement/assets/lib/boot-select/bootstrap-select.css HTTP/1.1" 200 7831
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:45 +0530] "GET /usermanagement/assets/lib/select2/select2.min.css HTTP/1.1" 200 15197
0:0:0:0:0:0:0:1 - - [06/Jun/2020:12:25:45 +0530] "GET /usermanagement/assets/lib/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121205
