127.0.0.1 - - [17/Jun/2020:11:23:41 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:12 +0530] "GET /usermanagement/user/details HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:12 +0530] "GET /usermanagement//user/all HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:12 +0530] "GET /usermanagement/lclog.html HTTP/1.1" 200 3549
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/assets/img/axis-bank-logo.png HTTP/1.1" 200 8509
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/lclog.html HTTP/1.1" 200 3549
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/css/bootstrap.min.css HTTP/1.1" 200 138609
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/css/font-awesome/css/font-awesome.css HTTP/1.1" 200 31002
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/js/jquery-val.js HTTP/1.1" 200 50278
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/js/pan.js HTTP/1.1" 200 13247
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/assets/lib/fonts/fontawesome-webfont.woff HTTP/1.1" 500 8192
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/js/logger.js HTTP/1.1" 200 7430
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/assets/img/axis-bar.png HTTP/1.1" 200 32976
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/js/jquery.min.js HTTP/1.1" 200 85593
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:13 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:14 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:14 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.ttf HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:14 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:28 +0530] "GET /usermanagement/css/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 66624
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:29 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:33 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:39 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:31:43 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:32:04 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:32:13 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:32:25 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:32:34 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:32:38 +0530] "POST /usermanagement/auth/login HTTP/1.1" 401 92
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:32:44 +0530] "POST /usermanagement/auth/login HTTP/1.1" 200 258
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:32:47 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
127.0.0.1 - - [17/Jun/2020:11:32:58 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:33:00 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:00 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:33:05 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:06 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:33:16 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:16 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:33:17 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:17 +0530] "GET /DirectDealing/api/customer/getById/10016 HTTP/1.1" 200 1988
127.0.0.1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "POST /DirectDealing/api/documents/viewPdf?fileName=FILE%201&id=10000 HTTP/1.1" 500 5
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/lclog.html HTTP/1.1" 200 3549
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/js/pan.js HTTP/1.1" 200 13247
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/js/jquery.min.js HTTP/1.1" 200 85593
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/css/bootstrap.min.css HTTP/1.1" 200 138609
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/js/jquery-val.js HTTP/1.1" 200 50278
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/css/font-awesome/css/font-awesome.css HTTP/1.1" 200 31002
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/js/logger.js HTTP/1.1" 200 7430
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/assets/img/axis-bar.png HTTP/1.1" 200 32976
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:38 +0530] "GET /usermanagement/fonts/glyphicons-halflings-regular.ttf HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:33:40 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
127.0.0.1 - - [17/Jun/2020:11:37:51 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:37:52 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:37:52 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:39:28 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:39:28 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:39:32 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:39:32 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:39:32 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:39:32 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:39:37 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:39:37 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:39:41 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:39:41 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:39:41 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:39:41 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:48:41 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:48:41 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:48:41 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:48:42 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:48:42 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:48:43 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:48:43 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:49:31 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:49:32 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:49:32 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:49:37 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:49:37 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:49:45 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:49:45 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:49:45 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:49:45 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:50:18 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:50:18 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:50:26 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:50:26 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:50:26 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:50:26 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:51:12 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:51:13 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:51:13 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:51:13 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:51:13 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:51:14 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:51:14 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:51:24 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:51:25 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:51:25 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:51:31 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:51:31 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:51:37 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:51:37 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:51:37 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:51:37 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:52:45 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:52:45 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:52:45 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:52:46 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:52:46 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:52:47 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:52:47 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:53:43 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:53:45 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:53:45 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:53:51 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:53:51 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:54:01 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:54:01 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:54:01 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:54:01 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:54:46 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:54:46 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:54:46 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:54:48 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:54:48 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:54:49 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:54:50 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:54:50 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:54:59 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:54:59 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:55:13 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:55:13 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:55:13 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:55:13 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:56:00 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:56:01 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:56:01 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:56:05 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:56:05 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:56:11 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:56:11 +0530] "GET /DirectDealing/api/customer/getById/10021 HTTP/1.1" 200 1308
127.0.0.1 - - [17/Jun/2020:11:56:11 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:56:11 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:56:44 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:56:44 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:56:55 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:56:55 +0530] "GET /DirectDealing/api/customer/getById/10018 HTTP/1.1" 200 2295
127.0.0.1 - - [17/Jun/2020:11:56:55 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:56:55 +0530] "GET /DirectDealing/api/staticlov/getCurrencyAndProductLovs HTTP/1.1" 200 1231
127.0.0.1 - - [17/Jun/2020:11:57:21 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:57:21 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=72 HTTP/1.1" 200 11143
127.0.0.1 - - [17/Jun/2020:11:59:18 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
127.0.0.1 - - [17/Jun/2020:11:59:19 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 200 71
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:19 +0530] "GET /DirectDealing/api/customer/getCustomerList?solId=undefined HTTP/1.1" 200 492
127.0.0.1 - - [17/Jun/2020:11:59:20 +0530] "GET /usermanagement/user/details HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:20 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 200 1260
127.0.0.1 - - [17/Jun/2020:11:59:37 +0530] "GET /usermanagement/auth/validate HTTP/1.1" 401 1034
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:37 +0530] "GET /DirectDealing/api/customer/getLoggedInUserDetails HTTP/1.1" 401 1030
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:37 +0530] "GET /usermanagement/lclog.html HTTP/1.1" 200 3549
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:37 +0530] "GET /usermanagement/js/jquery-val.js HTTP/1.1" 200 50278
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:37 +0530] "GET /usermanagement/css/font-awesome/css/font-awesome.css HTTP/1.1" 200 31002
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:37 +0530] "GET /usermanagement/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [17/Jun/2020:11:59:37 +0530] "GET /usermanagement/js/jquery.min.js HTTP/1.1" 200 85593
